risk_pct,stop_atr_mult,adx_threshold,breakout_lookback,pullback_rsi_min,pullback_rsi_max,trailing_atr_mult,tp1_r,tp2_r,tp3_r,entry_mode,breakout_volume_mult,breakout_close_buffer_atr,reentry_cooldown_bars,tp1_size,tp2_size,move_stop_to_breakeven_after_tp1,use_monthly_controls,use_regime_filter,train_starting_equity,train_ending_equity,train_total_return_pct,train_average_monthly_return_pct,train_monthly_statistics,train_total_trades,train_win_rate_pct,train_average_win,train_average_loss,train_profit_factor,train_max_drawdown_pct,train_expectancy_per_trade,train_average_r_multiple,train_forced_closes,train_data_source,train_score
0.012,1.8,16.0,20,44.0,64.0,0.8,1.0,2.2,4.2,pullback,1.2,0.2,0,0.45,0.25,False,True,False,10000,11034.426417980303,10.34426417980303,1.0405686048123863,"{'months_count': 9, 'average_monthly_return_pct': 1.0405686048123863, 'min_monthly_return_pct': 0.41620710078407175, 'max_monthly_return_pct': 1.5936877722618314, 'months_meeting_target': 0, 'target_achievement_pct': 0.0}",4,100.0,87.27710794680708,0.0,,-0.11298270351235212,87.27710794680708,2.3509692877280095,1,optimization_train,
0.012,2.1,16.0,15,48.0,60.0,0.5,1.4,3.0,6.0,pullback,1.2,0.0,0,0.35,0.3,False,True,True,10000,10971.664471428092,9.716644714280909,0.990646706125806,"{'months_count': 9, 'average_monthly_return_pct': 0.9906467061258061, 'min_monthly_return_pct': 0.5420134081625783, 'max_monthly_return_pct': 1.5256642634745798, 'months_meeting_target': 0, 'target_achievement_pct': 0.0}",3,100.0,140.01701250965098,0.0,,-0.09687179435790616,140.01701250965098,3.121477072446226,1,optimization_train,
0.01,2.1,16.0,20,46.0,62.0,0.5,1.4,3.0,6.0,breakout,1.5,0.2,0,0.45,0.25,False,True,True,10000,10000.0,0.0,0.0,"{'months_count': 9, 'average_monthly_return_pct': 0.0, 'min_monthly_return_pct': 0.0, 'max_monthly_return_pct': 0.0, 'months_meeting_target': 0, 'target_achievement_pct': 0.0}",0,,0.0,0.0,,0.0,0.0,0.0,0,optimization_train,
0.006,1.8,16.0,30,48.0,60.0,0.35,1.2,2.6,4.8,breakout,1.5,0.0,0,0.45,0.25,True,False,False,10000,10000.0,0.0,0.0,"{'months_count': 9, 'average_monthly_return_pct': 0.0, 'min_monthly_return_pct': 0.0, 'max_monthly_return_pct': 0.0, 'months_meeting_target': 0, 'target_achievement_pct': 0.0}",0,,0.0,0.0,,0.0,0.0,0.0,0,optimization_train,
0.01,2.1,24.0,20,46.0,62.0,0.8,1.2,2.6,4.8,pullback,1.5,0.2,0,0.25,0.25,True,True,True,10000,10941.328023955404,9.413280239554034,0.963464328290827,"{'months_count': 9, 'average_monthly_return_pct': 0.963464328290827, 'min_monthly_return_pct': 0.43335479509245545, 'max_monthly_return_pct': 1.3374046087085922, 'months_meeting_target': 0, 'target_achievement_pct': 0.0}",3,100.0,105.35182939579573,0.0,,-0.08074669591981962,105.35182939579573,2.704190265987359,1,optimization_train,
0.01,1.5,16.0,30,48.0,60.0,0.8,1.0,2.2,4.2,combined,1.5,0.0,0,0.25,0.25,True,False,True,10000,11310.81664609368,13.108166460936799,1.3224023543344212,"{'months_count': 9, 'average_monthly_return_pct': 1.3224023543344212, 'min_monthly_return_pct': 1.0687295742181746, 'max_monthly_return_pct': 1.513360690001031, 'months_meeting_target': 0, 'target_achievement_pct': 0.0}",5,100.0,94.82205642562018,0.0,,-0.11298726326540755,94.82205642562018,2.2827412228956763,1,optimization_train,
0.006,1.5,20.0,20,44.0,64.0,0.8,1.2,2.6,4.8,pullback,1.2,0.0,1,0.25,0.25,False,True,False,10000,10778.453084823603,7.7845308482360265,0.8017968278885556,"{'months_count': 9, 'average_monthly_return_pct': 0.8017968278885556, 'min_monthly_return_pct': 0.36398314806442844, 'max_monthly_return_pct': 1.039251592547319, 'months_meeting_target': 0, 'target_achievement_pct': 0.0}",4,100.0,65.50561098787489,0.0,,-0.06783855105597277,65.50561098787489,2.7925039265134752,1,optimization_train,
0.006,1.5,20.0,20,44.0,64.0,0.35,1.0,2.2,4.2,breakout,1.2,0.2,1,0.45,0.25,True,True,False,10000,10000.0,0.0,0.0,"{'months_count': 9, 'average_monthly_return_pct': 0.0, 'min_monthly_return_pct': 0.0, 'max_monthly_return_pct': 0.0, 'months_meeting_target': 0, 'target_achievement_pct': 0.0}",0,,0.0,0.0,,0.0,0.0,0.0,0,optimization_train,
0.006,1.8,20.0,15,46.0,62.0,0.8,1.4,3.0,6.0,combined,1.2,0.2,1,0.25,0.25,False,True,False,10000,10650.649530859593,6.506495308595928,0.67404980966288,"{'months_count': 9, 'average_monthly_return_pct': 0.67404980966288, 'min_monthly_return_pct': 0.41646247720099616, 'max_monthly_return_pct': 0.9456087355108167, 'months_meeting_target': 0, 'target_achievement_pct': 0.0}",3,100.0,72.82172601237176,0.0,,-0.05654312798600556,72.82172601237176,3.141511527337498,1,optimization_train,
0.008,1.5,16.0,30,46.0,62.0,0.5,1.2,2.6,4.8,combined,1.2,0.0,0,0.45,0.25,False,True,False,10000,10813.56980213324,8.135698021332383,0.8253786199211972,"{'months_count': 9, 'average_monthly_return_pct': 0.8253786199211972, 'min_monthly_return_pct': 0.290667388218413, 'max_monthly_return_pct': 1.2315942255701984, 'months_meeting_target': 0, 'target_achievement_pct': 0.0}",4,100.0,68.64448266410041,0.0,,-0.09041621521223617,68.64448266410041,2.7925039265134752,1,optimization_train,
0.008,1.5,20.0,20,46.0,62.0,0.35,1.2,2.6,4.8,combined,1.2,0.2,0,0.25,0.25,False,True,False,10000,11194.559789643854,11.945597896438542,1.2172007657374337,"{'months_count': 9, 'average_monthly_return_pct': 1.2172007657374335, 'min_monthly_return_pct': 0.8649120159083923, 'max_monthly_return_pct': 1.355165874061015, 'months_meeting_target': 0, 'target_achievement_pct': 0.0}",8,100.0,52.857128848299865,0.0,,-0.23698604675795087,52.857128848299865,1.8638964981481347,1,optimization_train,
0.01,1.8,20.0,30,44.0,64.0,0.5,1.0,2.2,4.2,pullback,1.5,0.2,0,0.35,0.3,False,False,True,10000,11064.364115178216,10.643641151782157,1.0833550482448877,"{'months_count': 9, 'average_monthly_return_pct': 1.0833550482448877, 'min_monthly_return_pct': 0.5719817529219462, 'max_monthly_return_pct': 1.4022376892262267, 'months_meeting_target': 0, 'target_achievement_pct': 0.0}",6,100.0,63.58466980078591,0.0,,-0.20570058866112378,63.58466980078591,1.8285276862410766,1,optimization_train,
0.012,1.5,16.0,15,44.0,64.0,0.5,1.2,2.6,4.8,pullback,1.5,0.0,1,0.25,0.25,False,True,True,10000,11601.45710957506,16.014571095750597,1.5948709484232573,"{'months_count': 9, 'average_monthly_return_pct': 1.5948709484232575, 'min_monthly_return_pct': 0.7181493459895938, 'max_monthly_return_pct': 2.0774608181687526, 'months_meeting_target': 0, 'target_achievement_pct': 0.0}",4,100.0,134.76296015728113,0.0,,-0.13551888732434117,134.76296015728113,2.7925039265134752,1,optimization_train,
0.006,1.5,20.0,15,46.0,62.0,0.8,1.0,2.2,4.2,breakout,1.5,0.2,0,0.45,0.25,True,True,False,10000,10000.0,0.0,0.0,"{'months_count': 9, 'average_monthly_return_pct': 0.0, 'min_monthly_return_pct': 0.0, 'max_monthly_return_pct': 0.0, 'months_meeting_target': 0, 'target_achievement_pct': 0.0}",0,,0.0,0.0,,0.0,0.0,0.0,0,optimization_train,
0.01,2.1,20.0,15,48.0,60.0,0.35,1.0,2.2,4.2,breakout,1.2,0.2,0,0.35,0.3,True,True,True,10000,10000.0,0.0,0.0,"{'months_count': 9, 'average_monthly_return_pct': 0.0, 'min_monthly_return_pct': 0.0, 'max_monthly_return_pct': 0.0, 'months_meeting_target': 0, 'target_achievement_pct': 0.0}",0,,0.0,0.0,,0.0,0.0,0.0,0,optimization_train,
0.006,2.1,24.0,30,48.0,60.0,0.5,1.0,2.2,4.2,pullback,1.5,0.2,0,0.45,0.25,True,True,True,10000,10427.037376661705,4.270373766617053,0.4431936475201237,"{'months_count': 9, 'average_monthly_return_pct': 0.4431936475201237, 'min_monthly_return_pct': 0.2533601152160836, 'max_monthly_return_pct': 0.6427725643941118, 'months_meeting_target': 0, 'target_achievement_pct': 0.0}",4,100.0,43.25759171813796,0.0,,-0.04847439148420851,43.25759171813796,2.263833469688262,1,optimization_train,
0.012,1.8,24.0,15,46.0,62.0,0.5,1.4,3.0,6.0,pullback,1.5,0.2,0,0.45,0.25,True,True,False,10000,11428.541192051116,14.285411920511159,1.4371684262300264,"{'months_count': 9, 'average_monthly_return_pct': 1.4371684262300262, 'min_monthly_return_pct': 1.1443982072290915, 'max_monthly_return_pct': 1.7751184981737334, 'months_meeting_target': 0, 'target_achievement_pct': 0.0}",6,100.0,85.21523309170101,0.0,,-0.21917340556816237,85.21523309170101,2.1380894269628774,1,optimization_train,
0.012,1.5,24.0,15,46.0,62.0,0.8,1.4,3.0,6.0,combined,1.2,0.2,1,0.45,0.25,True,False,True,10000,11234.10417401118,12.341041740111791,1.2384476159616873,"{'months_count': 9, 'average_monthly_return_pct': 1.238447615961687, 'min_monthly_return_pct': 0.6979250306298868, 'max_monthly_return_pct': 1.8384649083623028, 'months_meeting_target': 0, 'target_achievement_pct': 0.0}",4,100.0,125.02060466068319,0.0,,-0.13553542037671432,125.02060466068319,3.181364457563569,1,optimization_train,
0.012,1.8,20.0,20,46.0,62.0,0.8,1.0,2.2,4.2,breakout,1.2,0.2,0,0.45,0.25,True,True,False,10000,10000.0,0.0,0.0,"{'months_count': 9, 'average_monthly_return_pct': 0.0, 'min_monthly_return_pct': 0.0, 'max_monthly_return_pct': 0.0, 'months_meeting_target': 0, 'target_achievement_pct': 0.0}",0,,0.0,0.0,,0.0,0.0,0.0,0,optimization_train,
0.01,2.1,16.0,20,46.0,62.0,0.5,1.2,2.6,4.8,combined,1.2,0.0,1,0.45,0.25,True,True,False,10000,10742.264782881339,7.422647828813389,0.7565323049874229,"{'months_count': 9, 'average_monthly_return_pct': 0.7565323049874229, 'min_monthly_return_pct': 0.2607358563521567, 'max_monthly_return_pct': 1.268164690500484, 'months_meeting_target': 0, 'target_achievement_pct': 0.0}",3,100.0,83.22800194189689,0.0,,-0.08074669591982171,83.22800194189689,2.704190265987359,1,optimization_train,
0.01,1.5,16.0,30,46.0,62.0,0.8,1.0,2.2,4.2,breakout,1.2,0.2,0,0.25,0.25,False,True,True,10000,10000.0,0.0,0.0,"{'months_count': 9, 'average_monthly_return_pct': 0.0, 'min_monthly_return_pct': 0.0, 'max_monthly_return_pct': 0.0, 'months_meeting_target': 0, 'target_achievement_pct': 0.0}",0,,0.0,0.0,,0.0,0.0,0.0,0,optimization_train,
0.008,1.5,16.0,30,48.0,60.0,0.35,1.2,2.6,4.8,breakout,1.5,0.2,0,0.35,0.3,True,True,False,10000,10000.0,0.0,0.0,"{'months_count': 9, 'average_monthly_return_pct': 0.0, 'min_monthly_return_pct': 0.0, 'max_monthly_return_pct': 0.0, 'months_meeting_target': 0, 'target_achievement_pct': 0.0}",0,,0.0,0.0,,0.0,0.0,0.0,0,optimization_train,
0.01,1.5,24.0,15,46.0,62.0,0.8,1.0,2.2,4.2,breakout,1.5,0.0,0,0.35,0.3,True,False,False,10000,10000.0,0.0,0.0,"{'months_count': 9, 'average_monthly_return_pct': 0.0, 'min_monthly_return_pct': 0.0, 'max_monthly_return_pct': 0.0, 'months_meeting_target': 0, 'target_achievement_pct': 0.0}",0,,0.0,0.0,,0.0,0.0,0.0,0,optimization_train,
0.01,2.1,24.0,20,46.0,62.0,0.5,1.0,2.2,4.2,breakout,1.2,0.2,0,0.45,0.25,True,False,False,10000,10000.0,0.0,0.0,"{'months_count': 9, 'average_monthly_return_pct': 0.0, 'min_monthly_return_pct': 0.0, 'max_monthly_return_pct': 0.0, 'months_meeting_target': 0, 'target_achievement_pct': 0.0}",0,,0.0,0.0,,0.0,0.0,0.0,0,optimization_train,
0.008,1.8,16.0,20,46.0,62.0,0.5,1.2,2.6,4.8,pullback,1.5,0.0,0,0.45,0.25,True,True,True,10000,10720.90335007899,7.2090335007898965,0.7384875350064934,"{'months_count': 9, 'average_monthly_return_pct': 0.7384875350064934, 'min_monthly_return_pct': 0.3918148030030988, 'max_monthly_return_pct': 1.1322821114625237, 'months_meeting_target': 0, 'target_achievement_pct': 0.0}",4,100.0,66.32480335326495,0.0,,-0.0753712609760878,66.32480335326495,2.5610029671785126,1,optimization_train,
0.006,1.5,16.0,15,48.0,60.0,0.5,1.4,3.0,6.0,breakout,1.5,0.2,1,0.45,0.25,False,True,True,10000,10000.0,0.0,0.0,"{'months_count': 9, 'average_monthly_return_pct': 0.0, 'min_monthly_return_pct': 0.0, 'max_monthly_return_pct': 0.0, 'months_meeting_target': 0, 'target_achievement_pct': 0.0}",0,,0.0,0.0,,0.0,0.0,0.0,0,optimization_train,
0.012,2.1,20.0,15,44.0,64.0,0.8,1.4,3.0,6.0,pullback,1.2,0.0,1,0.35,0.3,False,False,True,10000,10971.664471428092,9.716644714280909,0.990646706125806,"{'months_count': 9, 'average_monthly_return_pct': 0.9906467061258061, 'min_monthly_return_pct': 0.5420134081625783, 'max_monthly_return_pct': 1.5256642634745798, 'months_meeting_target': 0, 'target_achievement_pct': 0.0}",3,100.0,140.01701250965098,0.0,,-0.09687179435790616,140.01701250965098,3.121477072446226,1,optimization_train,
0.006,2.1,20.0,15,46.0,62.0,0.5,1.4,3.0,6.0,combined,1.5,0.2,1,0.25,0.25,False,True,False,10000,10554.250927370866,5.542509273708651,0.5785739655463473,"{'months_count': 9, 'average_monthly_return_pct': 0.5785739655463473, 'min_monthly_return_pct': 0.3922904555909268, 'max_monthly_return_pct': 0.7889983315702009, 'months_meeting_target': 0, 'target_achievement_pct': 0.0}",3,100.0,79.77197453350796,0.0,,-0.04847429076669863,79.77197453350796,3.121477072446226,1,optimization_train,
0.012,1.8,20.0,20,44.0,64.0,0.5,1.0,2.2,4.2,pullback,1.5,0.0,0,0.35,0.3,True,True,True,10000,11287.970026639747,12.879700266397464,1.2990510278926923,"{'months_count': 9, 'average_monthly_return_pct': 1.2990510278926923, 'min_monthly_return_pct': 0.6840914632776363, 'max_monthly_return_pct': 1.6824250980061572, 'months_meeting_target': 0, 'target_achievement_pct': 0.0}",6,100.0,76.9446202053698,0.0,,-0.24620071621910342,76.9446202053698,1.8285276862410766,1,optimization_train,
0.01,1.5,16.0,30,48.0,60.0,0.8,1.4,3.0,6.0,pullback,1.2,0.0,0,0.35,0.3,False,False,True,10000,11121.033009465922,11.210330094659216,1.1350500798527112,"{'months_count': 9, 'average_monthly_return_pct': 1.1350500798527112, 'min_monthly_return_pct': 0.6803565575512538, 'max_monthly_return_pct': 1.5725651928895523, 'months_meeting_target': 0, 'target_achievement_pct': 0.0}",4,100.0,113.43868779175628,0.0,,-0.11298781046049082,113.43868779175628,3.181364457563569,1,optimization_train,
0.008,2.1,16.0,15,48.0,60.0,0.5,1.4,3.0,6.0,pullback,1.2,0.2,1,0.35,0.3,False,True,False,10000,10641.6905705255,6.416905705254994,0.663404761443615,"{'months_count': 9, 'average_monthly_return_pct': 0.6634047614436152, 'min_monthly_return_pct': 0.3648042309269517, 'max_monthly_return_pct': 1.018378906680506, 'months_meeting_target': 0, 'target_achievement_pct': 0.0}",3,100.0,92.46376760310072,0.0,,-0.06461531485724377,92.46376760310072,3.121477072446226,1,optimization_train,
0.008,1.8,16.0,20,46.0,62.0,0.5,1.0,2.2,4.2,pullback,1.2,0.0,0,0.45,0.25,True,False,True,10000,10782.660653253663,7.826606532536617,0.8027313422184483,"{'months_count': 9, 'average_monthly_return_pct': 0.8027313422184483, 'min_monthly_return_pct': 0.3939057283687264, 'max_monthly_return_pct': 1.0627143682827356, 'months_meeting_target': 0, 'target_achievement_pct': 0.0}",6,100.0,46.80877104180507,0.0,,-0.14644804731713,46.80877104180507,1.8285276862410766,1,optimization_train,
0.006,2.1,16.0,30,48.0,60.0,0.8,1.4,3.0,6.0,combined,1.2,0.2,0,0.25,0.25,True,True,True,10000,10554.250927370866,5.542509273708651,0.5785739655463473,"{'months_count': 9, 'average_monthly_return_pct': 0.5785739655463473, 'min_monthly_return_pct': 0.3922904555909268, 'max_monthly_return_pct': 0.7889983315702009, 'months_meeting_target': 0, 'target_achievement_pct': 0.0}",3,100.0,79.77197453350796,0.0,,-0.04847429076669863,79.77197453350796,3.121477072446226,1,optimization_train,
0.008,1.5,16.0,30,44.0,64.0,0.35,1.0,2.2,4.2,pullback,1.5,0.2,0,0.35,0.3,True,True,False,10000,11152.668910111,11.52668910111001,1.1743587398136017,"{'months_count': 9, 'average_monthly_return_pct': 1.1743587398136017, 'min_monthly_return_pct': 0.8068634577071299, 'max_monthly_return_pct': 1.3108373441704124, 'months_meeting_target': 0, 'target_achievement_pct': 0.0}",10,100.0,40.66906888181772,0.0,,-0.1856569364472901,40.66906888181772,1.5196017648739684,1,optimization_train,
0.012,2.1,20.0,15,48.0,60.0,0.8,1.2,2.6,4.8,pullback,1.2,0.2,1,0.25,0.25,True,False,False,10000,11136.37644569595,11.363764456959501,1.1537387561770287,"{'months_count': 9, 'average_monthly_return_pct': 1.153738756177029, 'min_monthly_return_pct': 0.5178223680977645, 'max_monthly_return_pct': 1.604744472193076, 'months_meeting_target': 0, 'target_achievement_pct': 0.0}",3,100.0,127.1820853519824,0.0,,-0.09687018545963007,127.1820853519824,2.704190265987359,1,optimization_train,
0.008,2.1,16.0,15,46.0,62.0,0.35,1.2,2.6,4.8,breakout,1.5,0.0,0,0.25,0.25,True,True,False,10000,10000.0,0.0,0.0,"{'months_count': 9, 'average_monthly_return_pct': 0.0, 'min_monthly_return_pct': 0.0, 'max_monthly_return_pct': 0.0, 'months_meeting_target': 0, 'target_achievement_pct': 0.0}",0,,0.0,0.0,,0.0,0.0,0.0,0,optimization_train,
0.006,1.8,20.0,20,48.0,60.0,0.5,1.0,2.2,4.2,combined,1.2,0.2,1,0.25,0.25,False,False,True,10000,10668.08368097554,6.680836809755397,0.6948130866078496,"{'months_count': 9, 'average_monthly_return_pct': 0.6948130866078496, 'min_monthly_return_pct': 0.4056889133277508, 'max_monthly_return_pct': 0.8640970203973586, 'months_meeting_target': 0, 'target_achievement_pct': 0.0}",7,100.0,35.772602307791615,0.0,,-0.1666026400749819,35.772602307791615,1.667882899266141,1,optimization_train,
0.006,1.8,20.0,15,46.0,62.0,0.5,1.2,2.6,4.8,pullback,1.2,0.0,0,0.25,0.25,False,False,True,10000,10673.75073620609,6.7375073620608905,0.6994991310090379,"{'months_count': 9, 'average_monthly_return_pct': 0.6994991310090379, 'min_monthly_return_pct': 0.4907447979357604, 'max_monthly_return_pct': 0.9406414759316251, 'months_meeting_target': 0, 'target_achievement_pct': 0.0}",4,100.0,61.84045395898956,0.0,,-0.056545868877306574,61.84045395898956,2.5610029671785126,1,optimization_train,
0.008,2.1,24.0,15,44.0,64.0,0.8,1.0,2.2,4.2,combined,1.5,0.2,0,0.35,0.3,False,True,False,10000,10634.38596040259,6.343859604025903,0.6556697732416763,"{'months_count': 9, 'average_monthly_return_pct': 0.6556697732416763, 'min_monthly_return_pct': 0.3893980181754131, 'max_monthly_return_pct': 0.9022541126819217, 'months_meeting_target': 0, 'target_achievement_pct': 0.0}",4,100.0,64.17883509334389,0.0,,-0.06461173588791812,64.17883509334389,2.2722628824016127,1,optimization_train,
0.006,1.8,20.0,20,44.0,64.0,0.35,1.2,2.6,4.8,combined,1.2,0.2,1,0.25,0.25,False,True,True,10000,10736.324741828988,7.363247418289887,0.7661549346671576,"{'months_count': 9, 'average_monthly_return_pct': 0.7661549346671577, 'min_monthly_return_pct': 0.47039652911475827, 'max_monthly_return_pct': 0.9300195996462923, 'months_meeting_target': 0, 'target_achievement_pct': 0.0}",7,100.0,39.3561091680257,0.0,,-0.15107244119516736,39.3561091680257,1.8745094324658182,1,optimization_train,
0.008,2.1,20.0,15,46.0,62.0,0.35,1.4,3.0,6.0,combined,1.2,0.0,0,0.25,0.25,True,False,True,10000,10874.794346995535,8.747943469955356,0.9044685399766303,"{'months_count': 9, 'average_monthly_return_pct': 0.9044685399766303, 'min_monthly_return_pct': 0.6694623268670874, 'max_monthly_return_pct': 1.034636543677614, 'months_meeting_target': 0, 'target_achievement_pct': 0.0}",5,100.0,63.14870915133368,0.0,,-0.1700112469948157,63.14870915133368,2.1802187884094546,1,optimization_train,
0.008,2.1,16.0,20,46.0,62.0,0.35,1.2,2.6,4.8,combined,1.5,0.2,1,0.25,0.25,False,False,False,10000,10850.700124618672,8.507001246186729,0.8810587805315788,"{'months_count': 9, 'average_monthly_return_pct': 0.8810587805315788, 'min_monthly_return_pct': 0.531148442288143, 'max_monthly_return_pct': 1.0115775792101767, 'months_meeting_target': 0, 'target_achievement_pct': 0.0}",6,100.0,53.87177319959482,0.0,,-0.17252617202417256,53.87177319959482,1.8875241432661614,1,optimization_train,
0.012,1.5,16.0,15,46.0,62.0,0.35,1.4,3.0,6.0,combined,1.2,0.2,0,0.35,0.3,True,True,False,10000,11810.368172971657,18.10368172971657,1.7978418526535183,"{'months_count': 9, 'average_monthly_return_pct': 1.7978418526535183, 'min_monthly_return_pct': 1.368748015932053, 'max_monthly_return_pct': 1.990003076376512, 'months_meeting_target': 0, 'target_achievement_pct': 0.0}",7,100.0,91.9502598782829,0.0,,-0.2743718268681941,91.9502598782829,2.1610161812148005,1,optimization_train,
0.008,1.5,24.0,30,48.0,60.0,0.35,1.0,2.2,4.2,combined,1.2,0.2,0,0.25,0.25,False,True,True,10000,11168.660467665992,11.686604676659918,1.1912796231113458,"{'months_count': 9, 'average_monthly_return_pct': 1.1912796231113458, 'min_monthly_return_pct': 0.7731710233293887, 'max_monthly_return_pct': 1.3102037773697228, 'months_meeting_target': 0, 'target_achievement_pct': 0.0}",10,100.0,41.22129577154954,0.0,,-0.24704246477941105,41.22129577154954,1.5196017648739684,1,optimization_train,
0.006,1.5,20.0,30,48.0,60.0,0.5,1.4,3.0,6.0,combined,1.5,0.0,0,0.45,0.25,True,False,True,10000,10604.393659649573,6.043936596495736,0.6226547653416163,"{'months_count': 9, 'average_monthly_return_pct': 0.6226547653416162, 'min_monthly_return_pct': 0.3534352161651544, 'max_monthly_return_pct': 0.9208657745151116, 'months_meeting_target': 0, 'target_achievement_pct': 0.0}",4,100.0,61.221344966829164,0.0,,-0.0678426937232106,61.221344966829164,3.181364457563569,1,optimization_train,
